trk_id;str_to_translate;context;fr_FR; es_ES; it_IT; de_DE
336491;(If I leave the Expedition zone, remove me from the game.);"OD_Common_OrdisRecruit;BR_Common_Booda";;;;
336616;01010001 01110101 01100101 01100101 01101110 00100000 01101001 01101110 00100000 01000010 00101101 01001000 01101001 01110110 01100101;AX_Common_Brassbug;;;;
343110;100 crunches, 100 push-ups, 100 squats, a 10-km run and a desire to prove yourself. Just your typical morning of Bravos training.;"MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining";;;;
343123;A Hero can practice Alteration through their Companion, no matter the distance between them.;BR_Common_Booda;;;;
343086;A beacon of knowledge and order, a lighthouse towering high above the world.;OD_Common_TheMonolithOrdisBastion;;;;
336675;A boost is a +1/+1/+1 counter. Remove it when it leaves the Expedition zone;Cards;;;;
336669;After You;Cards;;;;
336664;"Akesha ""the astute""";Altered;;;;
318080;Akesha & Taru;YZ_Common_AkeshaTaru;;;;
343061;Alchemy is not just a matter of turning lead to gold. It's about purifying yourself of imperfections to become your true self.;"YZ_Common_KadigiranAlchemist;YZ_Rare_KadigiranAlchemist";;;;
318083;Alice;"YZ_Common_Alice;YZ_Rare_Alice";;;;
318173;All In!;LY_Common_AllIn;;;;
317755;All players draw ${n} card(s);Draw;;;;
317559;All remaining cards of ${player_name} loose Anchored and Asleep;Notifications;;;;
317693;Allow ${player_name} to take a triggered action;AbstractNode;;;;
318226;Amelia Earhart;AX_Common_AmeliaEarhart;;;;
336661;Anchor and boost your allies over the long haul and reap the rewards of your good deeds.;Altered;;;;
336671;Anchored;Cards;;;;
343034;Anchored: during Rest, I don't go to Reserve and I lose Anchored.;Meeples;;;;
336673;Asleep;Cards;;;;
318175;Asmodeus;"LY_Common_Asmodeus;LY_Rare_Asmodeus";;;;
336644;At Noon — You may pay {1} and put a card from your hand in Reserve to create a [BRASSBUG] Robot token in target Expedition.;AX_Common_SubhashMarmo;;;;
343132;At Noon, if you are the first player — Create a [BOODA] Companion token in your Companion Expedition.;BR_Common_KojoBooda;;;;
343139;At Noon — $[RESUPPLY].;AX_Common_AxiomReprocessor;;;;
343077;At Noon — Create an [ORDIS_RECRUIT] Soldier token in your Companion Expedition.;OD_Common_OrdisCarrier;;;;
343082;At Noon — Create an [ORDIS_RECRUIT] Soldier token in your Hero Expedition.;OD_Common_SigismarWingspan;;;;
317724;Atlas;BR_Common_Atlas;;;;
318259;Axiom;"Statistics;Notifications;Stats;Altered;stats";;;;
318230;Axiom Reprocessor;AX_Common_AxiomReprocessor;;;;
318232;Axiom Salvager;AX_Common_AxiomSalvager;;;;
327581;Axiom Scrambler;"AX_Common_AxiomScrambler;AX_Rare_AxiomScrambler";;;;
342629;Baba Yaga;"YZ_Common_BabaYaga;YZ_Rare_BabaYaga";;;;
342631;Banishing Gate;YZ_Common_BanishingGate;;;;
343135;Be careful what you wish for. There are challenges that even the Bravos prefer to avoid.;BR_Rare_Shenlong;;;;
341262;Beauty Sleep;"YZ_Rare_BeautySleep;MU_Common_BeautySleep";;;;
320906;Board height;Altered;;;;
317727;Booda;BR_Common_Booda;;;;
336676;Booda 2/2/2;Cards;;;;
336677;Boosted;Cards;;;;
336678;Brassbug 2/2/2;Cards;;;;
318235;Brassbug Hive;"AX_Common_BrassbugHive;AX_Rare_BrassbugHive";;;;
327583;Brassbug Hub;AX_Common_BrassbugHub;;;;
317552;Bravos;"Statistics;Notifications;Stats;Altered;stats";;;;
318209;Bravos Pathfinder;BR_Common_BravosPathfinder;;;;
318211;Bravos Tracer;"BR_Common_BravosTracer;BR_Rare_BravosTracer";;;;
343153;COMPANION;Altered;;;;
317783;Cancel;"Altered;Game";;;;
318151;Cernunnos;MU_Common_Cernunnos;;;;
343119;Chaos can bring disappointment, sure, but it's also where ye'll find the most wonderfullest hidden gems!;LY_Common_NevenkaBlotch;;;;
336563;Character - Adventurer;"BR_Common_BravosPathfinder;BR_Common_BravosTracer;BR_Common_HavenBouncer;BR_Common_IssunBoshi;BR_Rare_BravosTracer;AX_Common_AmeliaEarhart";;;;
336570;Character - Apprentice;BR_Common_HavenTrainee;;;;
336521;Character - Artist;"MU_Rare_LyraClothDancer;LY_Common_Esmeralda;LY_Common_LyraChronicler;LY_Common_LyraClothDancer;LY_Common_LyraSkald;LY_Rare_Esmeralda";;;;
336526;Character - Artist Deity;LY_Common_Hathor;;;;
342635;Character - Bureaucrat;YZ_Rare_MonolithArchivist;;;;
339735;Character - Bureaucrat Noble;"OD_Common_FrogPrince;AX_Rare_FrogPrince";;;;
320904;Character - Citizen;"YZ_Common_Alice;YZ_Common_DorothyGale;YZ_Rare_Alice;YZ_Rare_DorothyGale;OD_Common_OrdisSpy;OD_Rare_OrdisSpy;LY_Common_OuroborosCroupier;LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster;BR_Rare_DorothyGale";;;;
336476;Character - Deity;"YZ_Common_Sakarabru;YZ_Rare_Sakarabru;MU_Common_Inari;MU_Rare_Parvati;LY_Common_Asmodeus;LY_Rare_Asmodeus;BR_Common_SunWukong;BR_Rare_SunWukong";;;;
336590;Character - Dragon Deity;BR_Rare_Shenlong;;;;
336506;Character - Druid;"MU_Common_MunaDruid;MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver";;;;
336497;Character - Druid Deity;MU_Common_Cernunnos;;;;
336593;Character - Elemental;AX_Common_KelonElemental;;;;
336600;Character - Engineer;"OD_Rare_FoundryMechanic;AX_Common_AxiomSalvager;AX_Common_AxiomScrambler;AX_Common_FoundryArmorer;AX_Common_FoundryMechanic;AX_Common_Frankenstein;AX_Common_JianAssemblyOverseer;AX_Common_ThreeLittlePigs;AX_Rare_AxiomScrambler;AX_Rare_FoundryMechanic;AX_Rare_JianAssemblyOverseer;AX_Rare_ThreeLittlePigs";;;;
336647;Character - Fairy;YZ_Rare_ToothFairy;;;;
336473;Character - Fairy Spirit;YZ_Common_LadyoftheLake;;;;
336470;Character - Mage;"YZ_Common_BabaYaga;YZ_Common_KadigiranAlchemist;YZ_Rare_BabaYaga;YZ_Rare_KadigiranAlchemist";;;;
336479;Character - Mage Apprentice;YZ_Common_StudiousDisciple;;;;
336480;Character - Mage Scholar;YZ_Common_YzmirStargazer;;;;
343026;Character - Mage Soldier;LY_Rare_KadigiranMageDancer;;;;
336586;Character - Messenger;"OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr";;;;
336499;Character - Plant;"MU_Common_ConiferalConeman;MU_Common_DaughterofYggdrasil;MU_Common_SneezerShroom;MU_Rare_ConiferalConeman;MU_Rare_SneezerShroom";;;;
336508;Character - Plant Animal;MU_Common_SpindleHarvesters;;;;
336518;Character - Scholar;"OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe";;;;
327567;Character - Soldier;"OD_Common_JeannedArc;OD_Common_OrdisGatekeeper;OD_Common_OrdisTrooper;OD_Rare_JeannedArc;OD_Rare_OrdisTrooper;BR_Common_HavenWarrior;BR_Rare_HavenWarrior";;;;
336486;Character - Soldier Noble;"OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander";;;;
336502;Character - Spirit;"MU_Common_Kitsune;LY_Common_Tanuki;LY_Rare_Tanuki";;;;
336579;Character - Spirit Trainer;BR_Common_Kappa;;;;
336555;Character - Titan;BR_Common_Atlas;;;;
343136;Characters you control have $[TOUGH_2]. (Cards in Reserve are not controlled.);BR_Rare_TheSpindleMunaBastion;;;;
318118;Charge!;OD_Common_Charge;;;;
317751;Choose an assignment;ChooseAssignment;;;;
336666;Choose your faction;Altered;;;;
336667;Choose your starting mana cards;Altered;;;;
317789;Companion side;Altered;;;;
323689;Companion's expedition;"Notifications;InvokeToken";;;;
317785;Confirm;"Altered;Game";;;;
317784;Confirm Mana;Altered;;;;
317797;Confirm discard;Cards;;;;
317793;Confirm target;Altered;;;;
317698;Coniferal Coneman;"MU_Common_ConiferalConeman;MU_Rare_ConiferalConeman";;;;
336655;Construct powerful machines and let their strength carry you to victory!;Altered;;;;
343089;Create #four# [ORDIS_RECRUIT] Soldier tokens, #distributed as you choose among any number of target Expeditions#.;OD_Rare_OpentheGates;;;;
343115;Dance is the language of the soul.;LY_Common_Hathor;;;;
318155;Daughter of Yggdrasil;MU_Common_DaughterofYggdrasil;;;;
341680;Decks;"Gameoptions;gameoptions";;;;
336679;Defender;Cards;;;;
341681;Demo decks;"Gameoptions;gameoptions";;;;
317517;Disabled;"Gameoptions;gamepreferences";;;;
341675;Discard ${card};Discard;;;;
327604;Discard of ${player_name};Cards;;;;
336693;Discard up to one target card from a Reserve.;Cards;;;;
317799;Display some settings about the game.;Game;;;;
317515;Display tooltips;gamepreferences;;;;
343098;Don't think you are, know you are.;"MU_Common_MeditationTraining;MU_Rare_MeditationTraining";;;;
318086;Dorothy Gale;"YZ_Common_DorothyGale;YZ_Rare_DorothyGale;BR_Rare_DorothyGale";;;;
317757;Draw ${n} card(s);Draw;;;;
336674;During Dusk, ignore my statistics. During Rest, I don't go to Reserve and I lose Asleep.;"Cards;Meeples";;;;
336672;During Rest, I don't go to Reserve and I lose Anchored.;Cards;;;;
336682;During Rest, I don't go to Reserve.;Cards;;;;
320899;Dusk phase is over, starting night phase;Notifications;;;;
343116;Eidolon or human, we are all shaped by stories. They're the building blocks of our identity. ;LY_Common_LyraChronicler;;;;
343114;Eidolon or not, you are our Shepherdess. You lead and we follow.;"LY_Common_Esmeralda;LY_Rare_Esmeralda";;;;
317516;Enabled;"Gameoptions;gamepreferences";;;;
317519;Enabled with timer;"Gameoptions;gamepreferences";;;;
317545;End of game;Status bar (game state);;;;
320898;End of the day: computing the progress on the storms;Notifications;;;;
336670;End your turn as if you had played a card. You may still play cards later this Day.;Cards;;;;
318180;Esmeralda;"LY_Common_Esmeralda;LY_Rare_Esmeralda";;;;
336681;Eternal;Cards;;;;
343134;Ever the trickster, always the rebel.;"BR_Common_SunWukong;BR_Rare_SunWukong";;;;
343072;Facing terrible odds and an unfathomably huge Leviathan, the Ordis legion charged nonetheless.;OD_Common_Charge;;;;
323678;Faction;"Statistics;stats";;;;
343133;Faster, ever faster! Our fire rages highest when the race is afoot! ;BR_Common_KojoBooda;;;;
336615;Few people visit the depths of the Foundry, and even fewer can explain how the Brassbugs came to be.;AX_Common_BrassbugHub;;;;
336683;Fleeting;Cards;;;;
317798;Fleeting: if I would be send to reserve, banish me instead.;Meeples;;;;
343083;Follow me, friends! If we stand together, nothing can stop us! ;OD_Common_SigismarWingspan;;;;
343090;For the first time in centuries, the Solstice Gate has opened. For the first time in ages, humanity will discover what lies beyond the gates.;OD_Rare_OpentheGates;;;;
327587;Foundry Armorer;AX_Common_FoundryArmorer;;;;
331171;Foundry Mechanic;"OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic";;;;
331173;Frankenstein;AX_Common_Frankenstein;;;;
339734;Frog Prince;"OD_Common_FrogPrince;AX_Rare_FrogPrince";;;;
331196;Gain ${n} ${counter_name};SpecialEffect;;;;
317758;Gain ${resources_desc};Gain;;;;
317767;Game Flow;Altered;;;;
336686;Gigantic;Cards;;;;
343105;Green is good.;"MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver";;;;
343152;HERO;Altered;;;;
343095;Harmony may bloom from a single act of kindness, as a rice field may sprout from a single grain of rice. ;MU_Common_Inari;;;;
318184;Hathor;LY_Common_Hathor;;;;
318215;Haven Bouncer;BR_Common_HavenBouncer;;;;
320433;Haven Trainee;BR_Common_HavenTrainee;;;;
339745;Haven Warrior;"BR_Common_HavenWarrior;BR_Rare_HavenWarrior";;;;
343058;Help or harm? Only the card will tell.;"YZ_Common_BabaYaga;YZ_Rare_BabaYaga";;;;
343055;Hero;"YZ_Common_AkeshaTaru;OD_Common_SigismarWingspan;MU_Common_TeijaNauraa;LY_Common_NevenkaBlotch;BR_Common_KojoBooda;AX_Common_SierraOddball";;;;
317788;Hero side;Altered;;;;
323688;Hero's expedition;"Notifications;InvokeToken";;;;
336558;Heroism counter;BR_Common_AtsadiSurge;;;;
343107;Hope you're not afraid of heights!;"MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer";;;;
336687;I am considered present in each of your Expeditions.;Cards;;;;
336557;I begin the game with five Heroism counters.  When you play a Character with Hand Cost greater than or equal to my number of Heroism counters — Draw a card and I gain a Heroism counter.;BR_Common_AtsadiSurge;;;;
343149;I don't know if there's a better reward than seeing something you've built come to life.;AX_Common_SierraOddball;;;;
336695;I keep my boosts when I go to Reserve.;Cards;;;;
336684;If I would be sent to Reserve, discard me instead.;Cards;;;;
340257;If you take this action, you won't be able to undo past this step because you will either roll a dice, draw card(s) from the deck or the discard, or someone else is going to make a decision;Altered;;;;
343031;If you would roll one or more dice, instead roll that many dice plus one and ignore the roll of your choice.;LY_Rare_TheOuroborosLyraBastion;;;;
324023;In tie-breaker this power have no effect.;MoveExpedition;;;;
336636;In true Axiom fashion, Kelon Elementals like to put everything to the taste.;AX_Common_KelonElemental;;;;
317703;Inari;MU_Common_Inari;;;;
317736;Intimidation;BR_Common_Intimidation;;;;
327602;Invoke ${tokenName};InvokeToken;;;;
331634;Issun-Boshi;BR_Common_IssunBoshi;;;;
318121;Jeanne d'Arc;"OD_Common_JeannedArc;OD_Rare_JeannedArc";;;;
318241;Jian, Assembly Overseer;"AX_Common_JianAssemblyOverseer;AX_Rare_JianAssemblyOverseer";;;;
318088;Kadigiran Alchemist;"YZ_Common_KadigiranAlchemist;YZ_Rare_KadigiranAlchemist";;;;
343025;Kadigiran Mage-Dancer;LY_Rare_KadigiranMageDancer;;;;
318124;Kakoba, Legion Commander;"OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander";;;;
336578;Kappa;BR_Common_Kappa;;;;
339753;Kelon Burst;AX_Common_KelonBurst;;;;
318243;Kelon Elemental;AX_Common_KelonElemental;;;;
327585;Kelon counter;AX_Common_BrassbugHub;;;;
331180;Kelon counters;AX_Common_KelonCylinder;;;;
339755;Kelonic Generator;AX_Rare_KelonicGenerator;;;;
317704;Kitsune;MU_Common_Kitsune;;;;
336656;"Kojo ""the rising star""";Altered;;;;
318219;Kojo & Booda;BR_Common_KojoBooda;;;;
318092;Kraken's Wrath;YZ_Common_KrakensWrath;;;;
318096;Lady of the Lake;YZ_Common_LadyoftheLake;;;;
327517;Landmark;Altered;;;;
317765;Layout;Altered;;;;
317759;Let ${player_name} gain ${resources_desc};Gain;;;;
331639;Let ${player_name} loose ${resources_desc};Loose;;;;
343059;Let me walk you to the door.;YZ_Common_BanishingGate;;;;
336665;Let your opponent take the initiative to better thwart their plans, slowly but surely.;Altered;;;;
343023;Like the Bravos, Lyras are drawn to freedom and the distant horizon.;"LY_Common_OuroborosTrickster;LY_Rare_OuroborosTrickster";;;;
318260;Lyra;"Statistics;Notifications;Stats;Altered;stats";;;;
318186;Lyra Chronicler;LY_Common_LyraChronicler;;;;
343106;Lyra Cloth Dancer;"MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer";;;;
318190;Lyra Skald;LY_Common_LyraSkald;;;;
336702;MANA;Players;;;;
336688;Maw 0/0/0;Cards;;;;
318158;Meditation Training;"MU_Common_MeditationTraining;MU_Rare_MeditationTraining";;;;
342634;Monolith Archivist;YZ_Rare_MonolithArchivist;;;;
341259;Monolith Rune-Scribe;"OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe";;;;
323690;Move expedition;"MoveCard;MoveExpedition";;;;
317553;Muna;"Statistics;Notifications;Stats;Altered;stats";;;;
317707;Muna Druid;MU_Common_MunaDruid;;;;
336680;My Expedition can't advance during Dusk.;Cards;;;;
343103;Nature must be nurtured to fully express its generosity.;MU_Common_TeijaNauraa;;;;
336658;"Nevenka ""the unpredictable""";Altered;;;;
318191;Nevenka & Blotch;LY_Common_NevenkaBlotch;;;;
331197;Next character <BOOST>;SpecialEffect;;;;
317691;No;"Statistics;stats";;;;
343145;No Brassbug would survive in the Tumult without armor.;AX_Common_FoundryArmorer;;;;
323679;No winner is found. New tiebreaker round starts;TurnTrait;;;;
